pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
105.36,-74.34,-90.0,top,Q67,,,SOT-416L,SOT-416L,smt
76.69,-79.01,90.0,top,Q68,,,3D,3D,smt
102.25,-98.16,90.0,top,Q69,,,SOT-23,SOT-23,smt
95.37,-100.69,90.0,top,Q70,,,SOT-416L,SOT-416L,smt
98.93,-99.28,-90.0,top,Q71,,,SOT-523,SOT-523,smt
101.15,-108.27,180.0,top,Q72,,,3D,3D,smt
91.91,-98.56,0.0,top,Q72,,,3D,3D,smt
89.65,-108.5,90.0,top,Q73,,,SOT-416L,SOT-416L,smt
79.17,-107.77,0.0,top,Q74,,,3D,3D,smt
92.8,-108.34,-90.0,top,Q74,,,SOT-416,SOT-416,smt
84.45,-113.65,180.0,top,Q74,,,SOT-416,SOT-416,smt
96.1,-107.93,90.0,top,Q75,,,SOT-23,SOT-23,smt
84.11,-98.16,0.0,top,Q75,,,SOT-416L,SOT-416L,smt
86.28,-98.16,0.0,top,Q76,,,SOT-416L,SOT-416L,smt
90.06,-111.36,0.0,top,Q77,,,SOT-416,SOT-416,smt
96.48,-111.29,-90.0,top,Q78,,,SOT-416L,SOT-416L,smt
78.03,-139.94,-90.0,top,Q79,,,3D,3D,smt
137.53,-139.95,-90.0,top,Q80,,,SOT-416,SOT-416,smt
86.71,-55.39,90.0,bottom,Q82,,,TSOT-23,TSOT-23,smt
84.64,-58.71,0.0,bottom,Q84,,,SOT-416,SOT-416,smt
82.24,-58.84,90.0,bottom,Q85,,,SOT-416,SOT-416,smt
76.87,-67.91,180.0,bottom,Q87,,,SOT-416,SOT-416,smt
82.58,-55.73,180.0,bottom,Q88,,,SOT-416L,SOT-416L,smt
91.44,-59.52,0.0,bottom,Q89,,,SOT-416L,SOT-416L,smt
78.52,-81.75,0.0,bottom,Q90,,,SOT-23,SOT-23,smt
88.79,-84.43,180.0,bottom,Q91,,,SOT-23,SOT-23,smt
89.54,-80.37,90.0,bottom,Q92,,,SOT-416,SOT-416,smt
109.6,-77.58,-90.0,bottom,Q92,,,SOT-416,SOT-416,smt
81.92,-74.05,-90.0,bottom,Q94,,,SOT-416L,SOT-416L,smt
104.88,-100.64,0.0,bottom,Q95,,,SOT-23,SOT-23,smt
81.93,-72.05,-90.0,bottom,Q95,,,SOT-416L,SOT-416L,smt
81.93,-70.1,-90.0,bottom,Q96,,,SOT-416L,SOT-416L,smt
82.24,-80.56,-90.0,bottom,Q97,,,SOT-416L,SOT-416L,smt
